abstract,author,title,year
,"Janani. V.D, Hari Baabu. V, Sajeev ram. A",Gleaming the Cloud in the Virtualization layer,"Home,Vol 1, No 6 (2012),V.D"
,"Jagdish Y. kapadnis, Pawan Patidar",A  Proposed Adaptive Mobility of MAC Protocol Using Sleep and Wake Cycling in Wireless Sensor Network,"Home,Vol 1, No 6 (2012),kapadnis"
,"Sumit Kumar Gupta, Ajay kumar Vishwakarma",Channel Estimation using OFDM for 4G,"Home,Vol 1, No 6 (2012),Gupta"
,"P. Narasimhaiah, Mrs. S. Vasundra",A Cooperative Multi-Hop Clustering Protocol for Energy Saving of Mobile Devices,"Home,Vol 1, No 6 (2012),Narasimhaiah"
,"A. Suresh Kumar, M. Sreenu",State Space Analysis and Modeling of DC-DC Converter   With High Frequencies,"Home,Vol 1, No 6 (2012),Kumar"
,"R.Sandeep Kumar, M.Venkata Krishna Reddy, D. Jamuna",Providing Security using Hash Algorithm for Chanel Aware Routing in MANET’S,"Home,Vol 1, No 6 (2012),Kumar"
,Lipika Bose,A comparative study of the various cloud service providers along with the focus on various techniques for optimal service selection,"Home,Vol 1, No 6 (2012),Bose"
 ,"V. KISHORE, V. SARITHA, G. RAMA MOHAN RAO, M. RAMAKRISHNA",Maximizing the Search Engine Efficiency,"Home,Vol 1, No 6 (2012),KISHORE"
,"Swati Vashisht, Divya Singh, Bhanu Prakash Lohani",Security threats to data mining and analysis tools of TIA program,"Home,Vol 1, No 6 (2012),Vashisht"
,"SAVITA LAD, Prof. PRAMOD JADHAV, Prof. R. J. VAIDYA",Embedded Web Server for Monitoring and Controlling of system Using ARM Processor,"Home,Vol 1, No 6 (2012),LAD"
,"A. Kalarani, G. viji, S. Ramprakash",CLASSIFICATION OF REMOTELY SENSED IMAGE USING RELEVANCE VECTOR MACHINE,"Home,Vol 1, No 6 (2012),Kalarani"
,"G. Viji, N. Nimitha, A. Kalarani",Image Segmentation in Satellite Image using Optimal Texture Measures,"Home,Vol 1, No 6 (2012),Viji"
,"Mrs A.V.P. Sarvari, Mr P.S.S. Chakravarthy, Dr M.Venu Gopal Rao",Efficient Deconvolution Algorithm,"Home,Vol 1, No 6 (2012),Sarvari"
,"Kamaljeet Kaur, Daljit Singh","Brain CT-Scan Images Classification Using PCA, Wavelet Transform and K-NN","Home,Vol 1, No 6 (2012),Kaur"
,"Ms. Pranjali Deshmukh, Mr. S. B. Somani, Ms. Shivangi Mishra, Mr. Daman Soni",EEG BASED DROWSINESS ESTIMATION USING MAHALANOBIS DISTANCE,"Home,Vol 1, No 6 (2012),Deshmukh"
,,,
 ,"Naveen Kumar*, Naveen Kumar, Rajbir Singh, Vaibhav Arora, Vikas Rohilla",Grid Computing,"Home,Vol 1, No 6 (2012),Kumar*"
,,,
 ,"Dr. V. Seenivasagam, S. Arumugadevi",A Survey of Image Segmentation Methods using Conventional and Soft Computing Techniques for Color Images,"Home,Vol 1, No 6 (2012),Seenivasagam"
 ,"Mr. S. N. Dandare, Dr.  S. V. Dudul",Novel Technique for Multiple Fault Detection in an Automobile Engine Using Sound Signal,"Home,Vol 1, No 6 (2012),Dandare"
,"Akanksha lal, Mukesh Kumar, Rohini Saxena",THEORITICAL ANALYSIS OF MICROSTRIP LINE USING QUASI-STATIC APPROACH,"Home,Vol 1, No 6 (2012),lal"
,,,
,,,
 ,"Ramakrishna Mathe, Veera Raghava Rao Atukuri, Chiranjeevi Mathe, Venubabu P",Implementing Secure Channel for Data Transmission,"Home,Vol 1, No 6 (2012),Mathe"
,"Pakkiraiah chakali, Naveen Kumar T, Serinth M",Design Of High Speed Gray To Binary Code Converter Using A Novel Two Transistor XOR Gate,"Home,Vol 1, No 6 (2012),chakali"
,,,
,,,
,,,
 ,"K. M. Pradhan(Dighe), M A Shinde(Bhandwalkar)",Wireless Sensor Network: An Overview,"Home,Vol 1, No 6 (2012),Pradhan(Dighe)"
"A lossless steganography is defined as an original image can be completely recovered from the stego-image after the embedded data has been Extracted. Information hiding is a technique that inserts secret messages into a cover file.  Steganography is the art and science of writing hidden messages in such a way that no one, apart from the sender and intended recipient, suspects the existence of the message, a form of security through obscurity.A lossless or reversible steganography is defined as an original image can be completely recovered from the stego-image after the embedded data has been extracted. This technique has been focused on spatial uncompressed domain recently, and is considered more challenging to carry out in the compressed domain. In this paper, we propose a lossless, compressed domain steganography technique for AMBTC-compressed images based on the interchange of two quantization levels. The location map, which is often used in lossless steganography, is not required in our scheme. Therefore, the hiding capacity is independent of the compressed codes. Moreover, the stego-image preserves the same image quality as the original compressed images. The experimental results show that the proposed scheme is not only easy to implement but also provides an efficient mechanism for lossless data embedding","M. PRAMEELAMMA, V. SRIDHAR, G. NAGENDRA, V. VARAPRASAD, P.ANIL KUMAR",AMBTC-Compressed Images for Lossless Steganography,"Home,Vol 1, No 6 (2012),PRAMEELAMMA"
,"Ms. Fiona Perpetual Coutinho, Mrs. Kavita Asnani, Mr. Daniel Amos Caeiro",Context Based Information Retrieval,"Home,Vol 1, No 7 (2012),Coutinho"
 ,"V. SRIDHAR, M.J. SUCHARITHA",BLIND DIGITAL VIDEO WATERMARKING TECHNIQUE FOR VIDEO AUTHENTICATION BY USING DISCRETE WAVELET TRANSFORM,"Home,Vol 1, No 7 (2012),SRIDHAR"
,"A.P. Santhosh, G. Appasami",Filtering and Optimizing Low Cost Depth Camera in Real-Time Environment,"Home,Vol 1, No 7 (2012),Santhosh"
,Ipsita Panda,QoS Parameters Analysis to Improve QoS in MANETS Routing Protocol,"Home,Vol 1, No 7 (2012),Panda"
,Ahmed Nabih Zaki Rashed,Different Plastic Materials Based Acousto-optic Modulators (AOMs) Design Considerations for Fast Switching Applications,"Home,Vol 1, No 7 (2012),Rashed"
"Automatic multi-stored car parking system is very good substitute for car parking area in the era of miniaturization, where space has become a very big problem. It’s become a very crucial necessity to avoid the wastage of space in modern, big companies and apartments etc. For example, in a space where more than 100 cars need to be parked regularly, it’s a very difficult task to do so. This Automatic Car Parking allows any number of cars can be park according to requirement by enabling the parking of vehicles, floor after floor and thus reducing the space used. This makes the system modern and evens a space-saving one. This idea is developed using AVR ATMEGA 16 Microcontroller based on Zigbee Technology for Wireless Sensor Networks (WSN). WSN is seen as one of the most promising contemporary technologies for bridging the physical and virtual world thus, enabling them to interact. A WSN is composed of a number of sensor nodes, which are usually deployed in a region to observe particular phenomena in a geospatial domain. Sensor nodes are small stand alone embedded devices that are designed to perform specified simple computation and to send and receive data. They have attached them to a number of sensors, gathering data from the local environment that is being monitored.","Mala Aggarwal, Simmi Aggarwal, R.S. Uppal",Zigbee Technology for Wireless Sensor Networks (WSN) and application in automatic car parking system,"Home,Vol 1, No 7 (2012),Aggarwal"
,"Simmi Aggarwal, Mala Aggarwal",Network Simulation and Synthesis of 2D Mesh Topological structure in HDL (Hardware Description Language) environment with Network on Chip (NOC),"Home,Vol 1, No 7 (2012),Aggarwal"
,"Mrs. Suwarna A. Surlakar, Mr. Ashish K. Surlakar, Mr. Adarshkumar Handa",Reliable Core Point Detection in Fingerprint,"Home,Vol 1, No 7 (2012),Surlakar"
,"S. Suneetha, Siva Priya. T, Dr. C. NagaRaju, M.S.R. Prasad",A Novel Inter-class Clustering Method for Image Reconstruction,"Home,Vol 1, No 7 (2012),Suneetha"
 ,"Vani Trehan, Priyanka Yadav, Sindhu Srivastava, Sakshi Gupta, Neha Manga",GOOGLE VOICE,"Home,Vol 1, No 7 (2012),Trehan"
,"Dr. Thangaraj. P, Renuka. M, Dr.S.N. Sivanandam",ENERGY CONSERVED FAULT TOLERANT CLUSTERS WITH QoS ROUTING IN WIRELESS AD HOC NETWORK,"Home,Vol 1, No 7 (2012),P"
 ,"Dr.M.P. Singh, Rajnish Vyas",ANALYSIS OF REQUIREMENT ENGINEERING PROBLEMS AND PROPOSED SOLUTIONS,"Home,Vol 1, No 7 (2012),Singh"
,Dr. Ahmed Nabih Zaki Rashed,Efficient Role of Electro-optic Modulators in Lightwave Optical Access Communication Networks,"Home,Vol 1, No 7 (2012),Rashed"
,"Veerpal kaur, Gurwinder kaur","Hybrid Image Compression Using DWT, DCT and Huffman Coding Techniques","Home,Vol 1, No 7 (2012),kaur"
,"Rajinder kaur, Gurwinder kaur",Text Data Fusion to Speech Signal Using Hash Function Algorithm,"Home,Vol 1, No 7 (2012),kaur"
,"Ms.D.S. Maind, Dr.B.K. Sarkar",Video Steganography: an Impact of Hiding Cryptographic Data by Replacing LSB bit with Data Bit of AVI Video File,"Home,Vol 1, No 7 (2012),Maind"
,"K.Valli Madhavi, R. Tamilkodi, K. Jayasudha",Restoration of Lost Image Blocks in Wireless Transmission & Compression via Structure and Texture Filling-in,"Home,Vol 1, No 7 (2012),Madhavi"
,"Sunita Rani, P.K. Suri",GRID COMPUTING AND CLOUD COMPUTING: DESCRIPTION AND COMPARISION,"Home,Vol 1, No 7 (2012),Rani"
,Gysberth Maurits Wattimena,Analysis Performance VoIP Codecs over WiMAX Access Network,"Home,Vol 1, No 7 (2012),Wattimena"
,Mr. Sayantan Sinha,Improved methodology for accessing industry based microbial database using Fuzzy Relational Algebra and proposing a microbial fuzzy database model,"Home,Vol 1, No 7 (2012),Sinha"
"An adhoc network is a collection of mobile nodes that dynamically form a temporary network and are infrastructure less. This paper  deals with  security issues when AODV(Ad-hoc On-demand Distance Vector) protocol suffering from Blackhole attack  BAODV (Bad  ADHOC  On demand Distance Vector) Routing suffering Blackhole attack, which can simulate blackhole attack to MANET  by one of nodes  as a malicious one in network. BAODV can be regarded as AODV, which is used in MANET   blackhole attack.","Mrs. Kritika Taneja, Dr.S.S. TYAGI",SECURITY ISSUE ON AODV ROUTING PROTOCOL SUFFERING FROM BLACKHOLE ATTACK,"Home,Vol 1, No 7 (2012),Taneja"
,"M. Padmaja, Dr. P. Satyanarayana, K. Prasuna, G.Naveen Kumar",Statistical Performance Analysis of Cropped Wireless Image Transmission Using Multistep Distance Power Adaptation Algorithm and Convolution Code Rate - 2/3,"Home,Vol 1, No 7 (2012),Padmaja"
,"SOWMYA SREE DANNINA, K.RAJENDRA PRASAD",A NEW APPROACH FOR REDUCING CACHE TIMING ATTACK IN ADVANCED ENCRYPTION STANDARD USING DCF ALGORITHM,"Home,Vol 1, No 7 (2012),DANNINA"
 ,"Geeta Rani, Shalej Khera",Energy Efficient and Secured Routing,"Home,Vol 1, No 7 (2012),Rani"
,Dr. N. Senthilkumaran,Genetic Algorithm Approach to Edge Detection for Dental X-ray Image Segmentation,"Home,Vol 1, No 7 (2012),Senthilkumaran"
,"Rajesh Vemulakonda, Kapu Nageswara Rao",Probability Based Path Detection Routing in Delay Tolerant Networks,"Home,Vol 1, No 7 (2012),Vemulakonda"
,"G.K.Sathish Kumar, Dr.T.S. sivakumarn",Finite Element Thermal Analysis of High Speed Switched Reluctance Motor Using Soft Magnetic Composite Material with different load conditions,"Home,Vol 1, No 7 (2012),Kumar"
,"Neelam Krera, Mr. Shelaj Khera",Investigation on Soft handoff in Cellular System,"Home,Vol 1, No 7 (2012),Krera"
,"G.V.Bhanu Sai Prasad, Kranthi Kumar Reddi, V.B.N.V. Sai, P.B.V. Prasad, Dr. R.Kiran Kumar",A study on how a project manager can deliver a quality product with reference to the requirements,"Home,Vol 1, No 7 (2012),Prasad"
,"Amandeep kaur, Jagtar Singh",Measurement of ASE in an in-line EDFA,"Home,Vol 1, No 7 (2012),kaur"
,,,
"The  expectation from the next generation wireless communication networks is  to be able to handle much higher data rates with the higher capacity. A  user, with mobility, will access the network and must be able to use  the system without any difficulty to different networks. The spectra  allocation is expected to be more flexible. MIMO techniques are heavily  exploited and integrated into many wireless standards like  third-generation (3G) and fourth-generation (4G) wireless communication  systems, IEEE 802.11n wireless local area network (WLAN) standard, IEEE  802.20 mobile broadband wireless access system and the 3GPP Long Term  Evolution (LTE) of wideband CDMA (W-CDMA). Multiple-Input  Multiple-Output (MIMO) based Wireless communication systems increased  spectral efficiency for a given total transmit power, increased capacity  by introducing additional spatial channels that are exploited by  space-time coding. In this paper, survey of MIMO system is described and  its concept, factors that can improve the performance of MIMO system.  It includes the channel types, channel coding methods, number of  transmitters and receivers by using space-time-frequency adaptive  processing that can affect the performance of the MIMO. ",Ms. Dharmistha D. Vishwakarma,MIMO in Next Generation Networks: A case study,"Home,Vol 1, No 7 (2012),Vishwakarma"
